번호,제목,생산일,조회수,내용번호
522,성북구의 면적 등 일반현황은,2009-08-25,1079,2897246
521,성북동 직능단체 현황,2009-08-24,924,2897210
520,삼선동 소재 삼군부총무당은 어떻게 관리되고 있나요,2009-08-24,437,2895393
519,성북동 장애시설은 무엇이 있나요?,2009-08-24,131,2897206
518,"돈암2동 초등학교 쉬는 토요일(매월 2,4주) 자치회관 프로그램은 무엇이 있나요?",2009-08-24,291,2898173
517,약국개설자가 장기간 해외 체류 등으로 자신의 약국을 관리할 수 업는 경우 약국관리자를 지정하여야 하는지 또는 폐업수리를 하여야 하는지 여부?,2009-08-24,530,2896832
516,종암동 『북바위 산신제례』는 ?,2009-08-24,144,2897236
515,왕십리 민자역사 주소 알고싶어요 …,2009-08-22,541,2898152
514,주소를 정정하고 싶은데 절차 및 서류를 알고 싶어요?,2009-08-21,777,2896521
513,현장에서 본 주택재개발사업 실무편람을 발간하셨다고 하는데 어떤내용이며 어떻게 얻을 수 있나요?,2009-08-21,496,2894993
512,[자동차검사정비사업조합] 차량검사소 구별조회는?,2009-08-21,1452,2896886
511,성북구 행정서비스헌장을 어떻게 구성되어 있나요?,2009-08-19,139,2897067
510,행정서비스헌장제는 무엇입니까?,2009-08-19,156,2897066
509,자동차 번호판 가리면 신고 가능한가요?,2009-08-19,4573,2894928
508,학적 서류에 대한 영사확인은 어디에서 받을 수 있나요?,2009-08-19,1173,2897228
507,(노원구 성북역세권) 성북역세권개발사업의 추진현황 및 추후 계획은?,2009-08-19,1390,2896285
506,도시계획시설사업 공고문 확인은?,2009-08-19,281,2894885
505,송파문화예술센터 건립 추진계획은?,2009-08-13,6,25740918
504,주택재건축사업인 경우 세입자도 이주비를 받을 수 있는지?,2009-08-13,2574,2896751
503,[송파구 국민주택사업비]국민주택사업비 서울시 융자금을 기일내 납부하지 못했 는데 어떻게 해야 하나요 ?,2009-08-13,136,2896855
502,[송파구 근저당말소]시영 아파트 등기부등본에 서울시 근저당이 설정되어 있는데 등기 말소 절차는요?,2009-08-13,1015,2896792
501,광진교 걷고싶은 다리 안내 (광진교 8번가),2009-08-05,1167,2894370
500,"서울 동서, 남북 길이는?",2009-07-23,9020,2894456
499,서울시에서 발행되는 고지서 건수는 몇 건이나 되나요,2009-07-15,195,2896980
498,Now Start (나우 스타트) 사업,2009-07-13,546,17744951
497,강남순환고속도로와 연결되는 신림~봉천터널,2009-07-06,9581,2895606
496,세운상가 재정비후 생기는 공원 세운초록띠공원에 대해 알려주세요,2009-06-04,1989,2898525
495,서울곰두리체육센터 이용안내,2009-05-27,7550,2896996
494,[관광정보] 신사동 가로수길,2009-05-27,1035,2895444
493,근로자의 날은 법정 공휴일이 아닌가요?,2009-05-26,12285,2896558
492,시각장애인 점자 주민등록증 발급,2009-05-21,1211,2895279
491,서울시 지명사전 구입은 어디서 하나요 ?,2009-05-21,655,2894943
490,"[사행산업 통합감독위원회] 사행성 불법 경마,경륜,경정,카지노 신고문의",2009-05-21,2546,2897742
489,서울시 장애아동사회적응지원센터는?,2009-05-21,1927,2896902
488,CNG(압축천연가스)에 관한 문의,2009-05-21,2612,2898137
487,지역별 전문건설회관(전문건설공제조합) 위치 안내,2009-05-21,3879,2895253
486,서울특별시를 한자로 표기하는 방법은 무엇입니까?,2009-05-16,8580,2895387
485,모색유전자검사법(MC1R)이란 무엇인가요?,2009-04-28,906,2895730
484,잔류물질 모니터링 검사와 규제검사의 차이를 설명해 주세요,2009-04-28,642,2895729
483,공항내 택시 불법영업 신고,2009-04-23,3427,2898362
482,[위험물_완공검사] 이동탱크저장소 운행중 완공필증 지참여부?,2009-04-23,924,2898510
481,[위험물_설치허가] 주유소 고정급유설비에서 방화벽까지 거리는?,2009-04-23,844,2898503
480,탈북청소년을 위한 학교는?,2009-04-22,500,2895034
479,소방관의 기도란 시를 개인적으로 활용해도 됩니까?,2009-04-21,607,2894423
478,서울 소재 지역아동복지센터 시설현황,2009-04-14,9000,2896925
477,[등기소]등기권리증(집문서) 분실,2009-04-07,25667,2895424
476,서울수화전문교육원,2009-04-02,2518,2896931
475,장애인 활동보조인 교육기관 문의,2009-04-02,10404,17609967
474,비둘기 포획 문의(집비둘기 유해 야생동물 지정문의),2009-04-02,6079,2894706
473,운전면허 학원을 낼려고 하는데 어디로 하나요?,2009-04-01,2026,2894560
472,패션지원센터 지원 문의,2009-03-30,367,2896319
471,다문화가정 한글(사이버) 교육 문의,2009-03-29,608,2898213
470,도로상의 교통량 통계를 알 수 있을까요?,2009-03-20,420,18545508
469,"가족이 사망할경우 재산상속,세금납부등 필요한 후속조치는??",2009-03-16,10429,2895492
468,보금자리주택(뉴플러스)이란?,2009-03-12,1213,2895803
467,해치택시 안내,2009-03-09,3972,2897839
466,택시 자격증 취득했으나 2~3년 운수업체에 종사하지 않으면 취소되나요?,2009-03-09,1799,2895258
465,"국민임대, 공공임대,영구임대는 어떤 차이가 있나요?",2009-03-09,9549,2894617
464,"개인, 법인택시 자격증(택시운전자격증, 택시운전자격증명)재발급은?",2009-03-03,31953,2895659
463,"교복 물려입기 운동(교복,체육복 물려주기ㆍ나눔)",2009-02-19,2268,2895265
462,서울시에 신고된 전자거래업체(쇼핑몰) 정보 조회는?,2009-02-18,187,2896396
461,장애인 가구에 TV 유료방송을 지원해 주는 지역이 어디인가요?,2009-02-18,953,2895220
460,맞춤형 보육중 휴일이나 시간제 보육시 별도 교사의 수당이나 인건비 지급이 되는지?,2009-02-18,922,2894673
459,공장건축 총량제란?,2009-02-17,812,2895313
458,택시기사가 면허취소로 교육 받으러 가려고 합니다. 어디로 가야하나요?,2009-02-17,1083,2894925
457,[농수산식품공사] 농수산물 직원은 공무원인가요,2009-02-16,1568,2894949
456,마포농수산물센터 이용 안내,2009-02-12,7952,2894947
455,독립유공자 진료증은?,2009-02-12,1233,2896877
454,아현동 가구거리 (위치/홈피주소),2009-02-12,2688,2896354
453,팔당댐 위 도로 통행 가능 시간은?,2009-02-11,15291,2896562
452,전화번호부 책을 구입할 수 있나요?,2009-02-11,5464,2895594
451,CNG가스버스 운행하려면 교육을 꼭 이수해야하나요?,2009-02-04,4219,2894459
450,예금자 보호제도란 무엇인가요?,2009-02-04,2222,2894470
449,[경찰청] 한달음시스템 (수화기를 내려놓으면 경찰 출동),2009-01-20,7402,2894608
448,[무역상담] 해외전시회 관련 정보와 지원받을수 있는 내용을 알려주세요.,2009-01-13,191,2894468
447,해외 무역투자사절단 지원에 대해 궁금합니다.,2009-01-13,340,2896433
446,노량진역사 분양등 관련 문의사항은?,2009-01-12,844,2894148
445,서울시내에 있는 등급별 호텔 현황을 알고싶습니다.,2009-01-09,614,2895369
444,임목등록원부(임목대장)를 받고 싶어요,2008-12-24,1470,2894109
443,건축심의내용을 인터넷으로 직접 확인하고 싶습니다,2008-12-16,1368,2898600
442,견인업체 인허가는 어디에서 하나요?,2008-12-10,2373,2894991
441,[보건복지가족부] 임신.출산전 진료비 지원사업이란? (고운맘 카드),2008-12-02,11075,2895297
440,영세사업자 대출 문의,2008-12-01,3782,2896826
439,비사업용 토지의 판정요령은 ?,2008-12-01,2252,2894613
438,무사고 운전경력증명서 어디서 발급받나요?,2008-11-29,33019,2895495
437,"착한가격업소 (가격안정 모범업소, 착한가게)",2008-11-27,1415,2897048
436,대한민국 훈장의 종류와 정의,2008-11-24,6135,2894111
435,"주택 용도별 차이점과 기준(단독, 다가구, 다세대등 구분)",2008-11-24,54780,2894156
434,역세권이란?,2008-11-24,9327,2894338
433,구릉지에 입지하면 모두 제1종 일반주거지역이 되는 것입니까?,2008-11-24,980,2894340
432,고압가스/LPG 검사기관 지정신청은 어떻게 하나요?,2008-11-21,526,2895314
431,[위험물 변경허가] 여러 개의 위험물탱크 중 일부를 철거할 경우 용도폐지에 해당하나요? 변경허가를 받아야 하나요?,2008-11-21,797,2894419
430,[위험물 용도폐지] 용도폐지신고를 늦게하거나 하지 않았을때 벌칙은?,2008-11-21,703,2898509
429,13개 간선도로 및 남산권 도로공사 관련 문의는?,2008-11-19,698,2894615
428,우리는 승차거부를 하지 않습니다 라는 스티커는 의무사항인가요?,2008-11-11,1433,2896406
427,서울시 편의시설 설치시민 촉진단(지체장애인 편의시설 서울지원센터),2008-11-04,1923,2898603
426,양재 환승 주차장 관련 문의는?,2008-10-27,16833,2897050
425,이화장을 관람하고싶습니다.,2008-10-14,3036,2898536
424,출근시간 올림픽대로 통행제한 차량은?,2008-10-13,10940,2895637
423,[관광정보] 북촌미술관,2008-10-10,436,2896341
422,[관광정보] 대림미술관,2008-10-10,709,2896872
421,모든공무원이 장애인고용의무가 적용되나요?,2008-10-10,478,2895633
420,조류인플루엔자는 어떻게 진단하고 치료합니까?,2008-10-09,791,2894157
419,"[질병관리] 사스(중증 급성 호흡기 증후군 (severe acute respiratory syndrome, SARS) ) 응대요령",2008-10-09,3467,2894158
418,게임중독(인터넷중독) 상담받을 수 있는 곳,2008-10-08,470,22196070
417,지하수에서 비린내가 날 때는 어떻게 하나요?,2008-10-08,2579,2894187
416,서울특별시 교육연수원 수영장,2008-10-01,10087,2896442
415,송파구에 장애인 전용목욕탕이 있나요?,2008-09-29,1123,2894678
414,판문점관광 및 DMZ관광,2008-09-29,1483,2894675
413,금융회사에 채무를 연체한 경우 어떻게 되나요?,2008-09-24,709,2894997
412,신분증 분실에 의한 정보 도용 피해는 어떻게 되나요?,2008-09-24,1923,2894112
411,[시·구정외 타기관 관련 상담] 재외국민등록부등본 발급 절차,2008-09-23,12389,2896457
410,국가코드를 알고자 하는데 어떻게 확인되나요?,2008-09-16,1431,2894576
409,[감찰]부조리 신고(금품수수 등)및 소방행정민원(감사)문의,2008-09-16,602,2894220
408,고압가스 충전소의 안전밸브 점검기준이 어떻게 되나요?,2008-09-09,859,2896827
407,헬기 이송기준은?,2008-09-09,2582,2895564
406,자체개발 소방장비 제안 방법?,2008-09-01,494,2894413
405,N서울타워 옆에 새로 생긴 탑 같은 구조물이 뭔가요?,2008-08-28,1577,2894674
404,"에너지 효율관리제도 (에너지소비효율등급표시, 에너지효율비교)",2008-08-18,3385,2897812
403,잠수교 유지관리 보수 문의?,2008-08-16,1878,2898290
402,도로에서 세차하는 차를 단속해주세요,2008-08-11,2730,2894339
401,"어린이 안전사고 신고센터(놀이사고, 시설사고등)",2008-07-26,934,2894565
400,[저출산대책] 정부 또는 전국 지자체(자치구) 출산지원시책을 확인할 수 있는 곳이 있나요?,2008-07-26,1390,2897621
399,"금융결제원 전자금융공동망 1369 (수표 , 환율 , 신용카드 , 주택청약조회)",2008-07-26,3945,2895425
398,택시요금을 현금으로 결제시 현금영수증 어떻게 발급 받나요?,2008-07-25,31611,2898374
397,[영등포공원] 풋살장 예약하려면 어떻게 해야하나요?,2008-07-25,5821,2896076
396,서울시 함께꿈 학부모단,2008-07-25,655,2895210
395,[서울랜드] 수영장,2008-07-24,4906,2895394
394,서울의 특산물은 무엇인가요?,2008-07-22,3881,2894561
393,서울시소년소녀합창단 주소 및 전화번호가 어떻게 되나요?,2008-07-16,463,2897471
392,국민기초생활수급자인데 이사를 하게 되었다며 부동산 중개수수료(복비)를 무료로 해 주나요?,2008-07-09,7105,2897658
391,청각장애인에게 보청기 지원 사업이 있나요?,2008-07-04,2845,2896513
390,산업폐유등을 처리할 수 있는 곳이 있나요?,2008-06-19,4117,2894965
389,교통정보의 제공 수집범위는 어떻게 되나요?,2008-06-17,668,2894612
388,청계천 마차 시간 및 위치?,2008-06-17,796,2895344
387,자동차 공매로 낙찰받은 차량에 대한 가압류된 세금 및 과태료는 낙찰자가 부감하는지요?,2008-06-17,2909,2894371
386,의전 도우미 (의전업무 매뉴얼),2008-06-12,15831,2896441
385,각 지역 지역번호 문의,2008-06-12,3314,2894919
384,지하철 역사에서 지하철 도우미로 일하려면?,2008-06-12,2308,2896913
383,역대 서울시장,2008-05-23,17516,2897205
382,한국 여성의 전화(구 서울 여성의 전화),2008-05-23,2107,2895805
381,자치구단위 GRDP 추계,2008-05-17,3325,2896810
380,용산구 특별계획구역,2008-05-17,1538,2895100
379,행정혁신이 무엇인가요?,2008-05-17,795,2895829
378,서대문구에서 관리하는 기금은 어떤 것이 있나요?,2008-05-17,162,2897294
377,조례제개정청구를 주민이 할 수 있나요?,2008-05-17,753,2894110
376,통합예약시스템,2008-05-17,733,2898140
375,건물에서 배출되는 하수관에 문제가 생겨 하수가 배출되지 않는데 어떻게 해야 하나요?,2008-05-17,621,2894194
374,내부메일,2008-05-17,607,2898141
373,양식관리 게시판모니터링 및 관리,2008-05-17,547,2898142
372,"새정부의 우수고교 유치에 대한 교육정책은 무엇이며, 현재 자치구에서 우수학교 유치를 위해 추진하고 있는 일은 무엇입니까?",2008-05-17,273,2894405
371,○ 희망양천 아이디어 하우스란 어떤 사이트인가요?○ 시민패널의 역할은 무엇인가요?○ 시민패널가입은 어떻게 하나요?,2008-05-17,149,2897659
370,역사문화미관지구 조정 계획은?,2008-05-14,1475,2898229
369,서울시 공무원 자녀 학자금 문의?,2008-05-14,495,2895376
368,청소년대상 성범죄자 신상정보 열람 제도 문의,2008-05-06,2195,2895823
367,"서울시버스운송사업조합 Upass(유패스)카드-한국스마트카드로 사업 이전, 유패스와 티머니 서비스 통합",2008-05-06,4588,2898163
366,서울시 법인세무조사 인터넷 신고 시스템 문의,2008-05-02,1197,2896611
365,부정주차 신고자의 차량번호 등을 물어보는 이유가 뭔가요? (자치구업무),2008-04-29,2111,2894245
364,주차료 부과에 대한 이의 신청,2008-04-29,1080,2894244
363,[마포구청] 주택의 발코니부분에 샷시 설치 가능 여부는? (자치구 업무),2008-04-29,2015,2895845
362,미성년자(18세 미만자)가 아르바이트를 하는 경우 필요한 절차는?,2008-04-28,6699,2894624
361,도시계획시설사업에 편입되는 주거용 세입자에 대한 이주대책은 무엇인지요?,2008-04-22,760,2894363
360,건물등은 어떻게 보상되나요?,2008-04-22,299,2894611
359,물건조사란 무엇인가요?,2008-04-22,1678,2894362
358,측량업 폐업 신고 문의,2008-04-19,459,2896613
357,장애인을 위한 방송수신기 보급사업,2008-04-15,1480,2897147
356,도로의 종류와 관리청은?,2008-04-15,2734,2894465
355,"신문구독강요,경품제공 등 신문불공정거래는 어디에 신고해야 합니까 ?",2008-04-14,2808,2896885
354,펜션업은 어느 곳에서나 가능한지 여부와 사업자 등록증의 개설절차는 어떠한지 궁금합니다.,2008-04-14,1600,2894117
353,도시환경정비 기본계획은 인터넷상으로 확인 가능한가요?,2008-04-04,521,2897083
352,담배판매가격 신고 수리,2008-04-01,1046,2898289
351,도로 및 도로시설물 관리는?,2008-03-31,4457,2894920
350,생산자 재활용 의무제도 (생산자책임재활용 제도) 안내,2008-03-21,1551,2896361
349,지정정비사업자 지정신청문의(자치구 업무),2008-03-14,702,2894375
348,"전세권 및 근저당권 설정, 말소시 필요서류",2008-03-14,49452,2894679
347,한강 생태박물관은 어떻게 건립되나요,2008-03-10,274,2894471
346,신용카드 결제 거부 어디에 신고해야 하나요?,2008-03-06,26914,2895804
345,"흑석 재정비촉진지구가 현재 어느 단계까지 추진이 되었으며, 향후 추진일정은 어떻게 되는 가요?",2008-03-03,303,2894458
344,지하도상가 개보수공사(리모델링) 진행현황은 어떻게 되나요?,2008-02-20,1131,2896366
343,서울의 어린이 도서관 현황,2008-02-20,1958,2896947
342,"건설업체 신규등록및 변경 (상호변경, 대표자변경, 주소변경)등에 필요한 서류는 ?",2008-02-20,4763,2896698
341,서울시 자치구별 장례식장과 이용요금,2008-02-19,3864,2894536
340,도시계획확인원은 어디에서 확인 할 수 있나요?,2008-02-14,7496,2898599
339,편도 5차로이상 도로에서 차로에 따른 통행차의 기준,2008-02-14,1870,2894462
338,도로별 속도 제한은?,2008-02-14,13255,2894562
337,[정보통신] 통신관련 민원처리기관과 통신사업자 민원처리 안내번호,2008-02-11,7439,2897030
336,횡단보도내에 있는 시각장애인들을 위한 음성유도장치관리는 어디서 하나요?,2008-02-11,584,2896327
335,지하 저수조 설치 기준은?,2008-01-17,20684,2894628
334,수입정수기 필터 검사기준이 규정되어 있나요?,2008-01-17,587,2894293
333,건폐율과 용적률이 무엇인가요?,2008-01-14,76627,2896485
332,문화역 서울 284 (옛 서울역 역사),2008-01-13,2696,2897746
331,내가 가입되어 있는 보험이 무엇이 있는지 조회할수 있나요?,2008-01-10,1487,2896311
330,실험실에서 사용한불용.폐기기 경매 관련 내용을 볼수있는곳이 있나요?,2008-01-09,361,2894238
329,서울에 있는 공무원 노동조합은 어디어디인가요?,2007-12-27,1745,2898299
328,불법 통신판매업 신고는 어디로 하나요? (자치구 업무),2007-12-24,3293,2897373
327,포장공사업 등록은 어떻게 하나요?,2007-12-21,1547,2894489
326,[어린이회관] 실외 수영장 이용문의,2007-12-20,5300,2896879
325,화물운전자 복지카드는 어떻게 발급받나요? (자치구업무),2007-12-14,10223,2894665
324,서울시청 본관의 역사는 어떻게 되나요?,2007-12-06,1899,2894124
323,서울시에서 우천시 흙탕물을 정화하여 상수도로 정화하는 방법은?,2007-11-27,1227,2894292
322,서울시의 바이오에너지 이용 사례는?,2007-11-23,7191,2894200
321,윤봉길의사 기념관(매헌기념관),2007-11-23,3826,2898608
320,[육아종합지원센터(구.보육정보센터)] 이용안내,2007-11-22,784,19004079
319,농업소득세란?,2007-11-21,2263,2894143
318,서울에 있는 장애인 도서관은?,2007-11-20,1408,2896785
317,서울시 생활개선회란 ?,2007-11-19,341,2896944
316,[공무원 복지카드] 관련하여 어디에 문의,2007-11-19,4587,2897362
315,시티패스카드(티머니카드)와 시티패스 플러스카드,2007-11-15,7735,2898607
314,서울시 국제관계대사,2007-11-07,2708,2895630
313,성북구 장위지구 뉴타운 언제 되나요?,2007-11-06,1017,2898146
312,서울 사이버 흙은행은 이용방법은?,2007-11-06,1393,2896813
311,시장님 직인은 어디에서 찍을 수 있나요?,2007-11-06,920,2895383
310,"LPG,CNG충전소 위치는 어떻게 알수있나요?",2007-10-31,14385,2896572
309,[전자문서] 외부기관에서 서울특별시로 전자문서를 보냈는데 수신내역 확인이 되나요?,2007-10-30,367,2895011
308,서울시 주요 공연정보를 알수 있나요?,2007-10-30,534,2895635
307,물의 급수에 따른 용도와 서식생물들은 어떤것이 있나요?,2007-10-22,2728,2894477
306,건설신기술 지정 후 지원대책 및 자료등록,2007-10-20,546,2896959
305,주거정비사업(재개발.재건축.주거환경개선사업)의 시행절차는?,2007-10-12,3278,2898202
304,서울의 꽃 도매상가,2007-10-12,15631,2894973
303,[환경영향평가] 기준 및 대상사업,2007-10-12,6345,2896943
302,[관광정보] 국립현대미술관(덕수궁관),2007-10-08,1661,2898413
301,4-H 운동이란?,2007-10-08,278,2898106
300,사회복지법인이 의료기관을 설치ㆍ운영할 수 있나요?,2007-10-04,1503,2897145
299,수화통역센터 운영 안내,2007-09-04,5309,2896927
298,[농업기술센터] 귀촌(전원생활) 교육,2007-09-03,929,2898201
297,농업기술센터에서 하고있는 계절별 영농교육은?,2007-09-03,462,2895726
296,농업지도자회 문의?,2007-08-31,144,2896956
295,[농업기술센터] 새해농업인실용교육,2007-08-31,278,2898115
294,[방재_기타신고] 가스나 전기에 의한 용접 작업 등을 하려고 할 경우 신고기관은?,2007-08-14,513,2894425
293,[방재_기타신고] 공연 및 야외 영화감상을 하면 소방서에서 안전관리 요원이 출동 하나요?,2007-08-14,662,2894426
292,서울시 물품 관리,2007-08-14,1083,2896550
291,국유지 매각기준을 보고 싶은데 어디서 볼수 있는지요?,2007-08-14,2878,2894946
290,국비 지출 절차는 어떻게 되나요?,2007-08-13,490,2896971
289,[시민수상구조대] 시민수상구조대가 무엇인가요?,2007-08-13,885,2894670
288,이자수입은 어디서 발생하며 이율은 어떻게 정해지나요?(계산증명),2007-08-13,785,2894113
287,계산증명자료는 감사원 어느부서로 보내나요?,2007-08-13,249,2896974
286,국비 자금배정은 어떤 절차로 되나요?,2007-08-13,208,2896973
285,우리 동네 이름을 바꿀 수 있는 방법은?,2007-08-13,888,2894120
284,지급명령 반납절차에는 어떻게 되나요?,2007-08-13,370,2894115
283,클린법인카드와 신용카드의 차이점은 무엇인가요?,2007-08-13,2035,2894703
282,[서울시립대학교] 행정시스템,2007-08-13,344,2895402
281,[위험물_설치허가] 보일러 등유로 사용하기 위해 위험물 허가를 받으려면 어떻게 해야 하나요?,2007-08-10,1239,2898495
280,구조물 배관은 어떤 것이 있나요?,2007-08-08,71,19333503
279,콘크리트 구조물의 내구성 저하 요인은 어떤 것이 있는가요?,2007-08-08,1259,2894442
278,동작구 장승배기~여의도간을 연결하는 고가도로는 어떻게 추진되고 있나요?,2007-08-08,1448,2894189
277,공사 실명제란?,2007-08-08,1588,2894953
276,[소방행정] 소방서에서 하는 일이 무엇입니까?,2007-08-08,12289,2894417
275,70년대 전기기술자면허증 발급확인 방법은?,2007-08-07,543,2894130
274,부동산 등기부등본 발급 문의,2007-08-07,31858,2895795
273,[서울시 수련원] 이용시 선택적 복지포인트 차감은 어떻게 하나요?,2007-08-07,1411,2895031
272,교육지원조례 및 지원사업은?,2007-08-07,236,2895656
271,공무원교육원 교육생 홈페이지 등록을 미처 못했는데 어떻게 해야 하나요?,2007-08-07,186,2894379
270,과정별 평가종류 및 과목은 어떻게 알 수 있습니까?,2007-08-07,225,2894377
269,공무원교육원 구내식당을 다른 행사장으로 이용 할 수 있나요?,2007-08-06,266,2896344
268,[소방시설] 소화기는 어디에서 구입하나요?,2007-08-06,16440,2896985
267,[서울시 수련원] 일반시민 이용가능여부 및 어디에 몇 개가 있나요?,2007-08-05,9595,2897004
266,[소방시설] 소화기구 적용대상 및 기준,2007-08-03,896,2896989
265,[소방안전교육] 지하철 관계자도 소방교육을 받고 있나요?,2007-08-03,596,2895544
264,[소방관계법 위반] 직원사칭한 소화기 강매하려는 사람은 어떻게 해야 하나요?,2007-08-03,667,2894878
263,[소방행정] 직원사칭 대상처 검사요구시 어떻게 해야 하나요?,2007-08-03,614,2894416
262,[병원이용] 행려정신병자가 있어서 이송하려는데 필요한 절차가 어떻게 되나요?,2007-08-02,2536,2894598
261,게임장에 대한 행정처분 기준및 청구절차는,2007-07-31,865,2895619
260,한옥 융자금을 받기 위해 필요한 서류는 무엇인가요?,2007-07-31,407,2898454
259,서울에 있는 공원 매점을 임대받으려면 어떻게 해야 하나요?,2007-07-30,1018,2894219
258,[급수_급수신청_신청방법] 공동수도를 우리동네에 설치할 수 있나요?,2007-07-27,276,2894400
257,정비사업체를 해지할 경우 바로 회사 설립이 가능한가요?,2007-07-27,645,2894135
256,재개발지역 주민 재입주율 향상을 위한 대책은 무엇인가요?,2007-07-27,1305,2894127
255,유사 석유 및 휘발유 신고처,2007-07-27,1530,2894708
254,"정비업체, 시공사 선정과 등록, 계약(해지)에 관한 규정이 어떻게 되나요?",2007-07-27,1386,2894139
253,조합원의 분양권 매매에 대한 규정이 어떻게 되나요?,2007-07-27,1428,2898191
252,호수밀도 산정기준이 어떻게 되나요?,2007-07-27,2225,2898192
251,"세입자에 대한 주거이전비를 조합에서 선지급하고, 추후 청산시 조합원에게 부담하도록 하는 관리처분계획이 가능한지와 영업권 손실보상을 세입자 뿐만 아니라 토지등소유자에게도 지급하여야 하나요?",2007-07-27,839,2894138
250,재개발조합의 불법행위에 대해 어떻게 해야 하나요?,2007-07-27,1282,2898193
249,[수도사업소] 요금조정심의 시 구비서류,2007-07-27,526,2898311
248,정비구역 지정 입안에 따른 주민 동의율 산정시 나대지 소유자와 기존무허가건물 소유자를 각각의 1인의 소유자로 볼 수 있나요?,2007-07-27,1250,2894128
247,"[입주자대표회의] 구성원이 10명이고, 그 구성원의 7명이 선출되었을 경우 입주자대표회의 의결시 4명 찬성으로 의결이 가능한가요?",2007-07-26,2380,2895030
246,아파트 분양시 주택공급면적이란 무엇을 말하나요?,2007-07-26,4485,2894146
245,아파트 진입도로는 몇 미터이상을 확보하여야 하나요?,2007-07-26,2338,2894147
244,[급수_역류방지밸브_설치장소] 우리집에는 역류방지밸브를 어떻게 설치합니까?,2007-07-25,1029,2895434
243,[수질_저수조수질검사_수질검사대상건축물] 2007년도부터 저수조 수질검사를 년1회 의무화되었다는데 우리건물도 검사대상이나요?,2007-07-24,244,19311859
242,지하보행로와 인근 건축물과의 지하층 연결을 위한 통로 설치시 어떤 절차가 필요한가요?,2007-07-24,855,2894680
241,학교 논문관련하여 상수도배관망도에 관한 연구보고를 쓰고 싶습니다. 서울시 배관망도를 복사해 줄 수 있나요?,2007-07-23,135,19344044
240,우리집앞 상수도관 현황을 팩스송부 받을 수 있나요?,2007-07-23,311,2894259
239,공사를 하게되면 콘크리트나 아스팔트 같은 폐기물은 어떻게 처리를 하시나요,2007-07-23,704,2894625
238,"양천구 신정로의 보도구간이 미보상 사유지인데, 도로부지내(보도) 사유지에 대한 보상 계획은 있나요?",2007-07-20,1215,2894467
237,"올림픽대로, 강변북로 확장 계획은 없나요?",2007-07-20,1259,2895095
236,수돗물에서는 물고기가 살 수 없나요?,2007-07-20,2538,2895505
235,[전자민원] 신청절차?,2007-07-20,621,2896836
234,검침 등 민간업체가 업무상 과실을 범하여 민원을 야기하였을 경우는 어떤 제재가 가해지나요?,2007-07-19,105,2896117
233,[한강유람선]에서 광고물 표시를 금지하고 있어 육상과의 형편이 맞지 않다고 보는데 해결방안은 없는지요?,2007-07-19,227,2894364
232,행정지원과의 콜센터는 어떤일을 하나요?,2007-07-19,350,2894884
231,지체상금이란?,2007-07-19,892,2894243
230,타 기관 매설물과 최소한의 이격거리는,2007-07-19,1066,2894255
229,행정재산과 잡종재산이란?,2007-07-19,3143,2894404
228,수도요금 및 사용량을 알고 싶은데 조회를 어떻게 하여야 하나요?,2007-07-19,563,19353861
227,상수도관의 관세척은 언제 합니까?,2007-07-19,1485,2894221
226,최근 조성된 생태통로는 어디에 있나요?,2007-07-18,1591,2896597
225,정비공사를 하면 수요가에게 어떤 효과가 있나요,2007-07-16,103,2894977
224,전자계약시 인지세는 어떻게 납부하나요?,2007-07-16,1686,2894209
223,선금청구시 계약금액의 몇%까지 가능한지요 (강동수도사업소),2007-07-16,684,2894206
222,전자계약체결을 위한 이용자등록방법은,2007-07-16,743,2894205
221,지리정보화사업과 관련하여 일을 하고 싶습니다,2007-07-16,151,2894260
220,지하에 매설되어 있는 상수도관의 구경을 도로상에서 알 수 있습니까?,2007-07-13,1095,2897012
219,기술용역 이행실적 증명은 어떤 건가요? (남부도로관리사업소),2007-07-13,397,2894368
218,도장을 하지 않는 강교량이 있다고 하던데 어떤 건지요?,2007-07-12,505,2894343
217,황학동 일대 황학주택재개발사업과 관련하여 황학구역내 위치한 삼일아파트 철거를 이주전문상가로 입주할 때까지 삼일아파트 철거를 연기해 줄 수 있는지요?,2007-07-12,405,2894354
216,올림픽대로 가로수는 우리나라 고유수종의 특징 있는 나무로 대체 식재하면 어떨까요?,2007-07-12,1787,2895091
215,우수현장 관계자 시상관련 문의,2007-07-12,254,2896805
214,균형발전촉진지구지정현황은 어떻게 되나요?,2007-07-12,1002,2894344
213,시장 인근구역도 시장정비사업시행구역에 포함여부는 무엇인가요?,2007-07-12,287,2895504
212,조합정관에 의하여 시장정비사업구역의 약 3/4을 소유하고 있는 법인으로부터 위임장을 받은 자가 조합정관에서 정한 조합장으로 선출될 수 있는지 여부 무엇인가요?,2007-07-12,337,2895502
211,1개 시장을 분할하여 각각을 시장정비사업 시행구역으로 선정할 수 있는지요?,2007-07-12,240,2895501
210,주택재개발사업에서 분양대상자는 누구인가요?,2007-07-12,2093,2894346
209,정비사업구역 내의 토지등 소유자가 아닌 자가 임시총회 참석하여 의결권 행사 및 조합임원의 권리를 행사할 수 있는지요?,2007-07-12,255,2894372
208,구역지정 요건의 완화에서 노후도를 제외한 이유는 무엇인가요?,2007-07-12,1269,2894365
